date,user_id,app,sessions,minutes_used,feature_actions,errors,seat_cost_usd
2026-01-15,87,Zendesk,5,24,17,0,90
2026-01-15,90,Salesforce,3,15,4,0,150
2026-01-15,92,Google Workspace,4,10,13,0,12
2026-01-15,92,Slack,2,31,12,0,12
2026-01-15,92,Zendesk,5,18,11,0,90
2026-01-15,93,HubSpot,7,89,9,0,120
2026-01-15,95,Notion,3,32,6,0,10
2026-01-15,100,Slack,3,21,20,0,12
2026-01-15,101,HubSpot,3,28,21,0,120
2026-01-15,103,Salesforce,1,22,15,0,150
2026-01-15,103,Slack,2,5,1,0,12
2026-01-15,105,Slack,3,41,3,0,12
2026-01-15,107,Notion,1,29,17,0,10
2026-01-15,108,Slack,2,18,9,0,12
2026-01-15,108,HubSpot,1,4,6,0,120
2026-01-15,109,HubSpot,2,17,1,0,120
2026-01-15,109,Jira,1,19,4,0,8
2026-01-15,110,Notion,2,27,26,0,10
2026-01-15,111,Zendesk,3,23,30,0,90
2026-01-15,112,Slack,3,22,17,0,12
2026-01-15,113,Salesforce,3,7,20,0,150
2026-01-15,114,Slack,4,25,3,2,12
2026-01-15,116,Salesforce,1,18,7,1,150
2026-01-15,116,Jira,4,27,17,0,8
2026-01-15,118,Zendesk,1,19,20,0,90
2026-01-15,119,HubSpot,1,14,19,0,120
2026-01-15,120,Salesforce,1,43,15,0,150
2026-01-15,120,Slack,2,34,5,0,12
2026-01-15,120,HubSpot,4,37,1,0,120
2026-01-15,121,Notion,3,21,15,0,10
2026-01-15,121,Slack,1,20,24,0,12
2026-01-15,124,Notion,3,3,10,0,10
2026-01-15,124,Google Workspace,3,27,9,0,12
2026-01-15,125,Salesforce,1,28,11,0,150
2026-01-15,125,Slack,4,44,1,0,12
2026-01-15,126,Notion,3,17,29,0,10
2026-01-15,129,Salesforce,3,40,9,0,150
2026-01-15,129,Slack,1,3,16,0,12
2026-01-15,132,Notion,4,25,13,0,10
2026-01-15,133,Google Workspace,3,14,10,0,12
2026-01-15,135,Notion,6,82,45,0,10
2026-01-15,137,Slack,5,42,41,0,12
2026-01-15,139,Zendesk,2,34,23,0,90
2026-01-15,141,Salesforce,4,33,1,0,150
2026-01-15,141,HubSpot,2,26,17,0,120
2026-01-15,144,Slack,1,38,15,0,12
2026-01-15,144,Zendesk,2,15,8,0,90
2026-01-15,145,Google Workspace,2,19,20,0,12
2026-01-15,151,Notion,4,31,22,1,10
2026-01-15,151,HubSpot,6,25,39,0,120
2026-01-15,152,Zendesk,4,20,17,1,90
2026-01-15,153,HubSpot,8,70,43,0,120
2026-01-15,156,Notion,5,30,11,0,10
2026-01-15,167,Jira,5,36,22,0,8
2026-01-15,171,Salesforce,4,33,17,0,150
2026-01-15,172,Notion,2,18,1,0,10
2026-01-15,172,Jira,4,20,19,0,8
2026-01-15,174,Notion,2,36,16,0,10
2026-01-15,174,Google Workspace,3,38,18,0,12
2026-01-15,175,Slack,5,16,20,0,12
2026-01-15,178,Notion,3,39,25,0,10
2026-01-15,179,Slack,5,52,23,0,12
2026-01-16,2,Salesforce,3,30,9,0,150
2026-01-16,2,Jira,3,30,8,0,8
2026-01-16,4,Slack,4,78,14,0,12
2026-01-16,5,Slack,3,21,4,0,12
2026-01-16,5,HubSpot,3,17,9,0,120
2026-01-16,7,Salesforce,1,30,12,0,150
2026-01-16,7,HubSpot,3,31,5,0,120
2026-01-16,9,Notion,2,37,12,0,10
2026-01-16,9,Jira,2,20,17,0,8
2026-01-16,10,Jira,2,9,14,0,8
2026-01-16,11,Slack,1,40,5,0,12
2026-01-16,11,HubSpot,6,27,1,0,120
2026-01-16,12,Notion,8,59,62,0,10
2026-01-16,12,Jira,4,67,31,0,8
2026-01-16,14,Jira,7,51,37,0,8
2026-01-16,15,HubSpot,1,32,7,0,120
2026-01-16,16,HubSpot,3,43,16,0,120
2026-01-16,26,Zendesk,4,78,54,0,90
2026-01-16,30,HubSpot,2,9,13,0,120
2026-01-16,32,Notion,5,39,6,0,10
2026-01-16,32,Google Workspace,3,32,5,0,12
2026-01-16,33,HubSpot,6,57,31,0,120
2026-01-16,39,Google Workspace,3,23,7,0,12
2026-01-16,39,HubSpot,4,11,14,0,120
2026-01-16,42,Google Workspace,1,11,4,0,12
2026-01-16,43,Slack,3,32,1,0,12
2026-01-16,46,Google Workspace,4,47,44,0,12
2026-01-16,47,HubSpot,1,13,12,0,120
2026-01-16,49,Slack,3,11,15,1,12
2026-01-16,50,Slack,7,86,40,0,12
2026-01-16,51,Google Workspace,1,15,8,0,12
2026-01-16,52,Google Workspace,6,20,12,0,12
2026-01-16,52,Slack,5,51,1,0,12
2026-01-16,54,Google Workspace,1,33,10,0,12
2026-01-16,54,Salesforce,5,9,8,0,150
2026-01-16,54,Notion,3,24,18,0,10
2026-01-16,56,Slack,1,32,13,0,12
2026-01-16,56,Jira,1,4,1,0,8
2026-01-16,57,Salesforce,2,28,10,0,150
2026-01-16,58,Salesforce,5,23,14,0,150
2026-01-16,59,Slack,5,72,37,0,12
2026-01-16,59,HubSpot,5,42,48,0,120
2026-01-16,61,Slack,5,29,23,0,12
2026-01-16,61,Jira,2,20,16,0,8
2026-01-16,62,Slack,2,22,8,0,12
2026-01-16,65,Google Workspace,2,36,20,0,12
2026-01-16,65,Salesforce,3,29,22,0,150
2026-01-16,65,HubSpot,2,36,23,0,120
2026-01-16,71,HubSpot,9,21,35,0,120
2026-01-16,72,Slack,1,3,17,0,12
2026-01-16,72,Jira,2,39,7,0,8
2026-01-16,74,Notion,4,14,3,0,10
2026-01-16,74,Jira,1,3,1,0,8
2026-01-16,75,Google Workspace,4,46,36,0,12
2026-01-16,76,Notion,8,25,42,0,10
2026-01-16,76,Jira,7,76,66,0,8
2026-01-16,78,Slack,9,52,52,0,12
2026-01-16,78,HubSpot,5,40,26,0,120
2026-01-16,79,Jira,3,25,4,0,8
2026-01-16,81,Slack,1,23,8,0,12
2026-01-16,84,Slack,2,36,18,0,12
2026-01-16,89,HubSpot,1,34,1,0,120
2026-01-16,90,Salesforce,5,13,12,0,150
2026-01-16,91,Notion,3,24,18,0,10
2026-01-16,91,Slack,3,6,2,0,12
2026-01-16,92,Slack,2,17,17,0,12
2026-01-16,94,Slack,1,28,11,0,12
2026-01-16,95,Notion,1,33,12,0,10
2026-01-16,97,Notion,2,20,9,0,10
2026-01-16,97,Zendesk,3,20,19,0,90
2026-01-16,99,HubSpot,3,23,18,0,120
2026-01-16,100,Google Workspace,2,29,1,0,12
2026-01-16,108,Notion,2,28,10,0,10
2026-01-16,113,HubSpot,3,24,25,0,120
2026-01-16,115,Salesforce,1,15,16,0,150
2026-01-16,115,Slack,3,48,18,0,12
2026-01-16,116,Notion,1,18,1,0,10
2026-01-16,118,Salesforce,2,29,21,0,150
2026-01-16,123,Google Workspace,3,9,11,0,12
2026-01-16,123,HubSpot,3,13,6,0,120
2026-01-16,129,Notion,2,37,31,0,10
2026-01-16,130,Google Workspace,2,8,15,0,12
2026-01-16,130,Slack,4,44,12,0,12
2026-01-16,130,HubSpot,1,18,20,0,120
2026-01-16,131,Notion,3,30,13,0,10
2026-01-16,133,Google Workspace,1,26,5,0,12
2026-01-16,133,Zendesk,1,29,10,0,90
2026-01-16,133,Jira,3,12,22,0,8
2026-01-16,135,Google Workspace,1,84,18,0,12
2026-01-16,137,Salesforce,8,49,48,0,150
2026-01-16,137,Slack,6,37,25,0,12
2026-01-16,140,HubSpot,2,5,13,0,120
2026-01-16,142,Zendesk,4,56,23,0,90
2026-01-16,142,Jira,4,44,25,0,8
2026-01-16,144,Zendesk,1,43,8,0,90
2026-01-16,145,HubSpot,3,25,22,0,120
2026-01-16,146,HubSpot,5,27,24,0,120
2026-01-16,147,Slack,4,30,8,0,12
2026-01-16,147,Zendesk,1,27,6,0,90
2026-01-16,149,HubSpot,1,13,17,0,120
2026-01-16,153,Salesforce,2,54,39,0,150
2026-01-16,162,Google Workspace,1,26,3,0,12
2026-01-16,162,Zendesk,1,32,11,0,90
2026-01-16,162,Jira,1,18,6,0,8
2026-01-16,166,Salesforce,3,22,13,0,150
2026-01-16,169,Slack,4,26,1,0,12
2026-01-16,172,Slack,1,11,13,0,12
2026-01-16,172,HubSpot,1,20,18,0,120
2026-01-16,173,Slack,2,52,13,0,12
2026-01-16,177,Google Workspace,4,24,4,0,12
2026-01-16,178,HubSpot,3,20,20,0,120
2026-01-16,179,Notion,9,28,19,0,10
2026-01-16,179,Slack,8,109,39,0,12
2026-01-16,180,Salesforce,1,28,4,0,150
2026-01-17,4,Zendesk,8,69,21,0,90
2026-01-17,4,HubSpot,7,50,56,0,120
2026-01-17,6,HubSpot,4,40,12,0,120
2026-01-17,11,Zendesk,2,44,9,0,90
2026-01-17,12,Notion,5,81,44,0,10
2026-01-17,12,Slack,5,58,21,0,12
2026-01-17,13,Salesforce,1,36,7,2,150
2026-01-17,13,Zendesk,2,54,25,0,90
2026-01-17,14,Google Workspace,3,37,28,0,12
2026-01-17,14,Slack,8,75,50,0,12
2026-01-17,14,HubSpot,3,34,10,0,120
2026-01-17,15,HubSpot,3,33,9,0,120
2026-01-17,16,Zendesk,3,30,16,0,90
2026-01-17,23,Notion,5,3,3,3,10
2026-01-17,25,HubSpot,3,27,13,0,120
2026-01-17,33,HubSpot,4,66,43,0,120
2026-01-17,37,Slack,2,15,9,0,12
2026-01-17,37,HubSpot,2,5,1,0,120
2026-01-17,38,HubSpot,1,21,16,0,120
2026-01-17,40,Notion,2,32,11,0,10
2026-01-17,40,Jira,3,27,11,0,8
2026-01-17,41,Notion,1,19,16,0,10
2026-01-17,41,Zendesk,1,22,15,0,90
2026-01-17,45,Notion,3,53,7,0,10
2026-01-17,45,Slack,6,6,19,0,12
2026-01-17,45,Jira,1,25,11,0,8
2026-01-17,46,Google Workspace,2,21,49,0,12
2026-01-17,51,Google Workspace,3,32,26,0,12
2026-01-17,51,Slack,4,22,15,0,12
2026-01-17,53,Jira,2,25,10,0,8
2026-01-17,59,Slack,5,57,67,0,12
2026-01-17,60,Google Workspace,2,9,14,0,12
2026-01-17,60,Slack,2,5,12,0,12
2026-01-17,60,HubSpot,1,41,11,0,120
2026-01-17,69,Google Workspace,1,36,15,0,12
2026-01-17,69,Slack,2,28,6,0,12
2026-01-17,72,Google Workspace,3,15,1,0,12
2026-01-17,72,Notion,2,12,5,0,10
2026-01-17,75,Notion,7,43,15,0,10
2026-01-17,75,Google Workspace,8,64,6,0,12
2026-01-17,76,Google Workspace,5,51,31,0,12
2026-01-17,76,Zendesk,5,91,54,0,90
2026-01-17,76,Jira,5,16,34,0,8
2026-01-17,78,Salesforce,9,5,46,0,150
2026-01-17,80,Google Workspace,1,31,18,0,12
2026-01-17,80,Notion,1,16,21,0,10
2026-01-17,82,Google Workspace,2,17,6,0,12
2026-01-17,82,HubSpot,3,23,24,0,120
2026-01-17,88,Zendesk,2,10,12,0,90
2026-01-17,90,HubSpot,1,33,6,0,120
2026-01-17,93,Jira,7,44,29,0,8
2026-01-17,93,Google Workspace,5,49,36,0,12
2026-01-17,93,HubSpot,5,41,6,0,120
2026-01-17,94,Jira,3,25,13,0,8
2026-01-17,95,Jira,1,32,4,0,8
2026-01-17,104,Jira,2,34,9,0,8
2026-01-17,106,Slack,2,23,25,0,12
2026-01-17,106,Zendesk,2,14,13,0,90
2026-01-17,115,Slack,1,36,16,0,12
2026-01-17,116,Zendesk,4,35,21,0,90
2026-01-17,126,Google Workspace,2,15,1,0,12
2026-01-17,131,Google Workspace,1,21,15,0,12
2026-01-17,140,Slack,3,28,21,0,12
2026-01-17,142,Slack,5,70,42,0,12
2026-01-17,142,HubSpot,7,38,41,0,120
2026-01-17,148,Zendesk,4,35,14,0,90
2026-01-17,151,Salesforce,8,40,58,0,150
2026-01-17,153,Slack,2,85,11,0,12
2026-01-17,158,Google Workspace,3,25,1,0,12
2026-01-17,161,HubSpot,2,3,10,0,120
2026-01-17,170,Slack,2,31,14,0,12
2026-01-17,178,Slack,2,18,20,0,12
2026-01-17,179,Google Workspace,6,71,25,0,12
2026-01-18,2,Salesforce,3,9,7,0,150
2026-01-18,8,Notion,1,20,11,0,10
2026-01-18,8,Slack,1,22,16,0,12
2026-01-18,8,Zendesk,5,32,21,0,90
2026-01-18,9,Google Workspace,1,29,10,0,12
2026-01-18,12,Slack,5,52,43,0,12
2026-01-18,14,Google Workspace,5,83,5,0,12
2026-01-18,18,HubSpot,1,3,2,0,120
2026-01-18,23,Slack,3,30,3,0,12
2026-01-18,23,Zendesk,1,16,9,0,90
2026-01-18,24,Salesforce,1,36,6,0,150
2026-01-18,27,Slack,1,22,8,0,12
2026-01-18,27,Zendesk,2,36,1,0,90
2026-01-18,30,Notion,4,43,14,0,10
2026-01-18,30,Salesforce,1,18,13,0,150
2026-01-18,30,HubSpot,6,32,12,0,120
2026-01-18,38,Slack,2,30,17,0,12
2026-01-18,39,Notion,1,34,17,0,10
2026-01-18,41,Salesforce,3,8,9,0,150
2026-01-18,41,Slack,4,20,14,0,12
2026-01-18,41,Jira,3,13,18,0,8
2026-01-18,43,Notion,2,23,1,0,10
2026-01-18,45,Slack,1,24,1,0,12
2026-01-18,46,Google Workspace,4,50,48,0,12
2026-01-18,46,Slack,8,128,23,0,12
2026-01-18,46,HubSpot,5,58,37,0,120
2026-01-18,49,Jira,2,7,27,0,8
2026-01-18,50,Slack,3,74,37,0,12
2026-01-18,50,HubSpot,7,68,63,0,120
2026-01-18,57,Slack,2,16,18,0,12
2026-01-18,58,Google Workspace,1,31,18,0,12
2026-01-18,59,Slack,3,74,31,0,12
2026-01-18,60,Google Workspace,5,28,19,0,12
2026-01-18,62,Google Workspace,2,3,5,0,12
2026-01-18,62,Slack,1,48,12,0,12
2026-01-18,62,Zendesk,3,16,16,0,90
2026-01-18,63,Jira,2,5,4,0,8
2026-01-18,63,HubSpot,2,15,20,0,120
2026-01-18,64,Notion,4,19,8,0,10
2026-01-18,71,Google Workspace,7,69,28,1,12
2026-01-18,75,Google Workspace,6,99,5,0,12
2026-01-18,75,Jira,6,59,30,0,8
2026-01-18,83,Notion,4,50,13,0,10
2026-01-18,84,Salesforce,4,17,14,0,150
2026-01-18,84,HubSpot,2,20,20,0,120
2026-01-18,85,Slack,4,32,27,0,12
2026-01-18,85,HubSpot,6,24,10,0,120
2026-01-18,88,Slack,3,3,13,0,12
2026-01-18,88,Jira,1,42,7,0,8
2026-01-18,90,Google Workspace,2,37,23,0,12
2026-01-18,90,Salesforce,4,28,13,0,150
2026-01-18,90,Slack,4,42,14,1,12
2026-01-18,94,Zendesk,1,3,15,0,90
2026-01-18,95,Google Workspace,3,43,15,0,12
2026-01-18,96,Salesforce,3,34,15,0,150
2026-01-18,96,HubSpot,2,26,22,0,120
2026-01-18,97,Zendesk,2,25,12,0,90
2026-01-18,97,HubSpot,3,31,1,0,120
2026-01-18,99,HubSpot,1,32,11,0,120
2026-01-18,103,Zendesk,2,10,1,0,90
2026-01-18,105,Slack,1,23,1,0,12
2026-01-18,106,Salesforce,2,19,1,0,150
2026-01-18,106,Zendesk,1,17,1,0,90
2026-01-18,107,Google Workspace,1,26,12,0,12
2026-01-18,107,Zendesk,1,30,21,0,90
2026-01-18,120,Salesforce,5,23,10,0,150
2026-01-18,122,HubSpot,3,34,16,0,120
2026-01-18,124,Notion,4,20,13,0,10
2026-01-18,129,Salesforce,4,22,17,0,150
2026-01-18,129,Slack,3,13,18,0,12
2026-01-18,129,HubSpot,3,12,3,0,120
2026-01-18,130,HubSpot,2,3,17,0,120
2026-01-18,131,Slack,1,27,18,0,12
2026-01-18,137,Salesforce,6,64,25,0,150
2026-01-18,138,HubSpot,4,30,3,0,120
2026-01-18,139,HubSpot,3,8,20,0,120
2026-01-18,142,Zendesk,7,59,23,0,90
2026-01-18,144,Google Workspace,1,44,7,0,12
2026-01-18,153,Google Workspace,6,59,23,0,12
2026-01-18,153,HubSpot,2,72,46,0,120
2026-01-18,154,Salesforce,3,3,15,0,150
2026-01-18,154,Jira,1,14,1,0,8
2026-01-18,155,Google Workspace,1,18,13,0,12
2026-01-18,157,Google Workspace,2,42,1,0,12
2026-01-18,157,Slack,2,16,16,0,12
2026-01-18,158,Slack,1,14,23,0,12
2026-01-18,159,Slack,3,3,9,0,12
2026-01-18,170,Google Workspace,5,42,11,0,12
2026-01-18,170,Slack,4,21,11,0,12
2026-01-18,171,HubSpot,3,31,18,0,120
2026-01-18,174,Notion,1,20,2,0,10
2026-01-18,174,Google Workspace,2,20,11,0,12
2026-01-18,178,Slack,2,42,5,0,12
2026-01-18,179,Slack,6,81,28,0,12
2026-01-18,180,Salesforce,4,11,4,0,150
2026-01-19,2,Zendesk,2,3,15,0,90
2026-01-19,4,Google Workspace,8,81,42,0,12
2026-01-19,4,Slack,7,44,22,0,12
2026-01-19,6,Google Workspace,2,22,3,0,12
2026-01-19,12,Salesforce,6,55,34,0,150
2026-01-19,12,Slack,6,48,5,0,12
2026-01-19,12,HubSpot,4,76,59,0,120
2026-01-19,13,Salesforce,2,29,15,0,150
2026-01-19,13,Slack,6,10,15,0,12
2026-01-19,18,Jira,2,3,16,0,8
2026-01-19,19,Google Workspace,5,32,13,0,12
2026-01-19,20,Slack,4,25,13,0,12
2026-01-19,26,Jira,7,52,24,0,8
2026-01-19,27,Zendesk,1,7,7,0,90
2026-01-19,30,HubSpot,3,11,1,0,120
2026-01-19,32,Slack,5,14,8,0,12
2026-01-19,34,Zendesk,1,41,17,0,90
2026-01-19,34,Jira,3,40,6,0,8
2026-01-19,38,Slack,1,10,18,0,12
2026-01-19,38,Zendesk,1,30,1,0,90
2026-01-19,38,HubSpot,4,3,22,0,120
2026-01-19,40,Jira,2,23,1,0,8
2026-01-19,42,Slack,1,21,13,0,12
2026-01-19,42,Zendesk,4,25,8,0,90
2026-01-19,46,Google Workspace,5,54,38,0,12
2026-01-19,47,Google Workspace,3,19,11,0,12
2026-01-19,48,Salesforce,4,44,17,0,150
2026-01-19,50,Google Workspace,6,48,49,0,12
2026-01-19,55,HubSpot,2,27,7,0,120
2026-01-19,57,Google Workspace,1,38,10,1,12
2026-01-19,57,Notion,1,27,2,0,10
2026-01-19,59,Salesforce,6,60,34,0,150
2026-01-19,59,Slack,6,16,38,1,12
2026-01-19,59,HubSpot,8,77,15,0,120
2026-01-19,64,Google Workspace,2,11,17,0,12
2026-01-19,64,Salesforce,2,22,18,0,150
2026-01-19,64,Notion,4,43,14,2,10
2026-01-19,68,Notion,4,15,1,0,10
2026-01-19,72,Google Workspace,4,19,4,0,12
2026-01-19,73,Notion,6,48,29,0,10
2026-01-19,74,Notion,4,28,19,0,10
2026-01-19,78,Slack,5,43,20,0,12
2026-01-19,79,Salesforce,3,17,3,0,150
2026-01-19,80,Google Workspace,3,29,12,0,12
2026-01-19,81,Google Workspace,3,20,25,0,12
2026-01-19,81,Salesforce,1,30,20,0,150
2026-01-19,82,Notion,1,19,14,0,10
2026-01-19,84,Zendesk,3,16,9,0,90
2026-01-19,87,HubSpot,1,35,12,0,120
2026-01-19,89,Zendesk,2,24,7,0,90
2026-01-19,94,HubSpot,3,12,14,0,120
2026-01-19,96,Slack,3,14,17,0,12
2026-01-19,98,HubSpot,1,52,4,0,120
2026-01-19,106,Slack,2,8,10,0,12
2026-01-19,107,Slack,1,24,26,0,12
2026-01-19,108,Google Workspace,1,12,11,0,12
2026-01-19,113,Jira,1,36,5,0,8
2026-01-19,113,HubSpot,5,33,23,0,120
2026-01-19,115,HubSpot,1,13,12,0,120
2026-01-19,115,Jira,4,11,7,0,8
2026-01-19,121,Jira,4,19,22,0,8
2026-01-19,123,Slack,2,41,10,0,12
2026-01-19,124,Slack,1,41,26,0,12
2026-01-19,126,Google Workspace,3,32,28,0,12
2026-01-19,126,Jira,4,25,7,0,8
2026-01-19,130,Google Workspace,2,33,20,0,12
2026-01-19,131,Salesforce,1,5,23,0,150
2026-01-19,131,Zendesk,4,23,21,0,90
2026-01-19,133,Slack,3,32,16,0,12
2026-01-19,135,HubSpot,6,61,38,0,120
2026-01-19,137,Slack,4,72,30,0,12
2026-01-19,140,Notion,6,33,2,0,10
2026-01-19,142,Notion,6,71,25,0,10
2026-01-19,142,Zendesk,6,58,55,0,90
2026-01-19,143,Jira,3,13,7,0,8
2026-01-19,143,Slack,4,20,1,0,12
2026-01-19,143,HubSpot,2,33,1,0,120
2026-01-19,144,Google Workspace,6,43,1,0,12
2026-01-19,144,Zendesk,3,19,15,0,90
2026-01-19,145,Zendesk,2,15,13,0,90
2026-01-19,146,Salesforce,5,30,16,0,150
2026-01-19,146,Slack,1,31,21,0,12
2026-01-19,146,HubSpot,3,19,13,0,120
2026-01-19,147,Jira,2,27,15,0,8
2026-01-19,150,Salesforce,3,10,21,0,150
2026-01-19,150,Slack,3,27,13,0,12
2026-01-19,150,Jira,5,42,17,0,8
2026-01-19,151,Salesforce,3,55,56,0,150
2026-01-19,152,Salesforce,1,30,8,0,150
2026-01-19,153,Jira,4,72,30,0,8
2026-01-19,162,Notion,2,40,5,0,10
2026-01-19,163,Salesforce,3,9,16,0,150
2026-01-19,169,Salesforce,1,30,3,0,150
2026-01-19,172,Slack,3,13,13,0,12
2026-01-19,172,HubSpot,1,31,6,0,120
2026-01-19,172,Jira,4,47,5,0,8
2026-01-19,173,Google Workspace,5,57,19,0,12
2026-01-19,174,Notion,4,37,13,0,10
2026-01-19,177,Slack,4,34,1,2,12
2026-01-19,179,Jira,6,72,29,0,8
2026-01-20,2,Zendesk,4,31,10,0,90
2026-01-20,4,Slack,6,60,27,0,12
2026-01-20,7,Google Workspace,2,38,20,0,12
2026-01-20,10,Zendesk,3,3,1,0,90
2026-01-20,12,Jira,6,38,25,0,8
2026-01-20,14,Google Workspace,3,63,20,0,12
2026-01-20,14,HubSpot,7,48,80,1,120
2026-01-20,16,Notion,2,30,31,0,10
2026-01-20,16,Jira,3,29,4,0,8
2026-01-20,18,Salesforce,2,3,14,0,150
2026-01-20,19,Google Workspace,3,36,30,0,12
2026-01-20,19,Zendesk,3,27,28,0,90
2026-01-20,24,Salesforce,3,33,9,0,150
2026-01-20,26,Google Workspace,6,99,56,0,12
2026-01-20,29,Slack,4,23,6,0,12
2026-01-20,31,Notion,1,3,1,0,10
2026-01-20,31,HubSpot,3,17,15,0,120
2026-01-20,32,Notion,4,3,9,0,10
2026-01-20,33,Salesforce,4,30,51,0,150
2026-01-20,34,Zendesk,4,15,19,0,90
2026-01-20,34,Jira,2,13,14,0,8
2026-01-20,36,Salesforce,1,27,14,0,150
2026-01-20,37,HubSpot,3,28,13,0,120
2026-01-20,40,Jira,1,9,8,0,8
2026-01-20,41,Salesforce,3,31,13,0,150
2026-01-20,42,Slack,3,18,5,0,12
2026-01-20,43,HubSpot,4,22,4,0,120
2026-01-20,45,Slack,6,3,13,0,12
2026-01-20,45,Zendesk,3,19,1,0,90
2026-01-20,46,Google Workspace,2,33,17,0,12
2026-01-20,47,Slack,3,12,13,0,12
2026-01-20,50,Google Workspace,7,38,24,0,12
2026-01-20,50,Zendesk,6,34,31,0,90
2026-01-20,52,Slack,1,10,1,0,12
2026-01-20,57,Google Workspace,1,28,10,0,12
2026-01-20,59,HubSpot,5,102,44,0,120
2026-01-20,60,Jira,3,15,15,0,8
2026-01-20,65,Salesforce,1,33,11,0,150
2026-01-20,66,HubSpot,4,23,7,0,120
2026-01-20,68,Jira,4,31,12,0,8
2026-01-20,69,Google Workspace,3,20,13,0,12
2026-01-20,69,Jira,3,19,21,0,8
2026-01-20,70,Google Workspace,3,45,17,0,12
2026-01-20,70,Salesforce,1,34,17,0,150
2026-01-20,70,Notion,3,4,8,0,10
2026-01-20,71,Jira,6,43,46,0,8
2026-01-20,73,Notion,7,54,25,0,10
2026-01-20,73,Slack,8,76,78,0,12
2026-01-20,73,Zendesk,4,69,15,0,90
2026-01-20,76,Google Workspace,8,59,10,0,12
2026-01-20,78,HubSpot,6,35,28,1,120
2026-01-20,78,Jira,4,73,35,0,8
2026-01-20,85,Salesforce,4,35,24,0,150
2026-01-20,85,HubSpot,2,22,10,0,120
2026-01-20,87,Slack,4,28,16,0,12
2026-01-20,87,Zendesk,2,19,15,0,90
2026-01-20,89,Salesforce,2,34,34,0,150
2026-01-20,93,Slack,6,53,48,0,12
2026-01-20,93,HubSpot,6,67,38,0,120
2026-01-20,104,HubSpot,1,35,7,0,120
2026-01-20,104,Jira,2,28,29,0,8
2026-01-20,105,Slack,4,15,19,0,12
2026-01-20,109,Notion,1,14,10,0,10
2026-01-20,111,Google Workspace,2,15,11,0,12
2026-01-20,111,Salesforce,3,17,9,0,150
2026-01-20,111,Zendesk,2,21,7,0,90
2026-01-20,112,Google Workspace,4,19,12,0,12
2026-01-20,118,HubSpot,5,31,22,0,120
2026-01-20,120,Zendesk,2,5,10,0,90
2026-01-20,126,Slack,2,36,22,0,12
2026-01-20,128,Google Workspace,2,13,15,0,12
2026-01-20,129,Zendesk,5,3,13,0,90
2026-01-20,129,Jira,2,37,19,0,8
2026-01-20,132,HubSpot,5,23,16,0,120
2026-01-20,135,Slack,6,68,53,0,12
2026-01-20,137,Salesforce,3,60,13,0,150
2026-01-20,141,HubSpot,2,30,18,0,120
2026-01-20,142,Zendesk,4,88,55,0,90
2026-01-20,152,Jira,2,24,13,0,8
2026-01-20,152,HubSpot,3,25,5,0,120
2026-01-20,152,Notion,1,16,2,0,10
2026-01-20,153,Notion,1,68,26,0,10
2026-01-20,154,Notion,1,31,10,0,10
2026-01-20,154,Slack,2,27,27,0,12
2026-01-20,157,Google Workspace,4,39,12,0,12
2026-01-20,157,Zendesk,3,35,7,0,90
2026-01-20,161,Notion,1,13,17,0,10
2026-01-20,161,Slack,2,23,16,0,12
2026-01-20,161,HubSpot,2,3,1,0,120
2026-01-20,163,HubSpot,3,24,11,0,120
2026-01-20,172,Slack,4,45,14,0,12
2026-01-20,172,HubSpot,4,9,15,2,120
2026-01-20,174,Zendesk,1,32,14,0,90
2026-01-20,174,Jira,2,26,13,0,8
2026-01-20,177,Salesforce,1,31,10,0,150
2026-01-21,4,Slack,4,67,17,0,12
2026-01-21,7,Salesforce,1,8,16,0,150
2026-01-21,7,HubSpot,1,19,25,0,120
2026-01-21,8,Jira,3,27,11,0,8
2026-01-21,10,Google Workspace,1,26,9,0,12
2026-01-21,13,Jira,2,23,8,0,8
2026-01-21,14,Slack,5,57,31,0,12
2026-01-21,16,Google Workspace,3,35,1,0,12
2026-01-21,16,HubSpot,3,25,3,0,120
2026-01-21,18,Salesforce,5,28,26,1,150
2026-01-21,22,Zendesk,3,42,20,0,90
2026-01-21,23,Google Workspace,2,3,7,0,12
2026-01-21,23,Notion,5,15,11,0,10
2026-01-21,24,Salesforce,2,11,9,0,150
2026-01-21,25,Slack,4,36,14,0,12
2026-01-21,25,HubSpot,2,26,11,0,120
2026-01-21,26,Slack,5,39,48,0,12
2026-01-21,29,Slack,3,35,7,0,12
2026-01-21,32,Notion,1,28,19,0,10
2026-01-21,32,Salesforce,1,19,12,0,150
2026-01-21,33,Google Workspace,5,60,28,0,12
2026-01-21,33,Salesforce,5,54,26,0,150
2026-01-21,33,HubSpot,4,76,67,0,120
2026-01-21,36,Notion,2,31,23,0,10
2026-01-21,36,Salesforce,3,22,16,0,150
2026-01-21,40,Notion,2,13,10,0,10
2026-01-21,41,Salesforce,1,29,6,0,150
2026-01-21,41,Zendesk,1,32,12,0,90
2026-01-21,42,HubSpot,1,20,5,0,120
2026-01-21,43,Google Workspace,1,33,10,0,12
2026-01-21,43,Salesforce,4,30,3,0,150
2026-01-21,43,HubSpot,3,5,5,0,120
2026-01-21,46,Google Workspace,7,52,31,0,12
2026-01-21,46,Slack,9,68,37,0,12
2026-01-21,46,HubSpot,10,56,21,0,120
